File,WaveData20230730_043.csv,
Date/Time,23-07-30/05:46,

Center Wavelength,1450,nm
Span Wavelength,500,nm
Start Wavelength,1200,nm
Stop Wavelength,1700,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,1.0,nm
Actual Resolution,1.024,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,2001,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Pulse Mode,Off,

Trace,A
1242.000000,2.0330E-006
1242.250000,2.2460E-006
1242.500000,2.4170E-006
1242.750000,2.4590E-006
1243.000000,2.4140E-006
1243.250000,2.2310E-006
1243.500000,1.9620E-006
1243.750000,1.5840E-006
1244.000000,1.2660E-006
1244.250000,1.2930E-006
1244.500000,1.5760E-006
1244.750000,1.7640E-006
1245.000000,1.9040E-006
1245.250000,1.8910E-006
1245.500000,1.6620E-006
1245.750000,1.2530E-006
1246.000000,1.1270E-006
1246.250000,1.2950E-006
1246.500000,1.5890E-006
1246.750000,1.6700E-006
1247.000000,1.5420E-006
1247.250000,1.4010E-006
1247.500000,1.0780E-006
1247.750000,1.2130E-006
1248.000000,1.6790E-006
1248.250000,2.3570E-006
1248.500000,2.8540E-006
1248.750000,3.0840E-006
1249.000000,3.4570E-006
1249.250000,4.1400E-006
1249.500000,5.2090E-006
1249.750000,6.5660E-006
1250.000000,7.3310E-006
1250.250000,7.3350E-006
1250.500000,6.6660E-006
1250.750000,5.7800E-006
1251.000000,5.3680E-006
1251.250000,5.6840E-006
1251.500000,6.5950E-006
1251.750000,7.7750E-006
1252.000000,8.2940E-006
1252.250000,7.9300E-006
1252.500000,7.5170E-006
1252.750000,7.6030E-006
1253.000000,8.1110E-006
1253.250000,8.5710E-006
1253.500000,8.6000E-006
1253.750000,8.3000E-006
1254.000000,7.5680E-006
1254.250000,6.8460E-006
1254.500000,6.7200E-006
1254.750000,6.8240E-006
1255.000000,6.6710E-006
1255.250000,6.7690E-006
1255.500000,6.9520E-006
1255.750000,6.9610E-006
1256.000000,6.7680E-006
1256.250000,6.8290E-006
1256.500000,6.9710E-006
1256.750000,6.8870E-006
1257.000000,6.7160E-006
1257.250000,6.7700E-006
1257.500000,7.0210E-006
1257.750000,7.2780E-006
1258.000000,7.5530E-006
1258.250000,7.6990E-006
1258.500000,7.6880E-006
1258.750000,8.1470E-006
1259.000000,9.6660E-006
1259.250000,1.1770E-005
1259.500000,1.3360E-005
1259.750000,1.3370E-005
1260.000000,1.2800E-005
1260.250000,1.3090E-005
1260.500000,1.4550E-005
1260.750000,1.5610E-005
1261.000000,1.5430E-005
1261.250000,1.4180E-005
1261.500000,1.1940E-005
1261.750000,9.8010E-006
1262.000000,9.1640E-006
1262.250000,9.8800E-006
1262.500000,1.0900E-005
1262.750000,1.0770E-005
1263.000000,9.6970E-006
1263.250000,9.1110E-006
1263.500000,9.7070E-006
1263.750000,1.1410E-005
1264.000000,1.3370E-005
1264.250000,1.4920E-005
1264.500000,1.4980E-005
1264.750000,1.2910E-005
1265.000000,9.9570E-006
1265.250000,8.5030E-006
1265.500000,8.9240E-006
1265.750000,1.0560E-005
1266.000000,1.2050E-005
1266.250000,1.3170E-005
1266.500000,1.3930E-005
1266.750000,1.3720E-005
1267.000000,1.3400E-005
1267.250000,1.4440E-005
1267.500000,1.6580E-005
1267.750000,1.8330E-005
1268.000000,1.8950E-005
1268.250000,1.9020E-005
1268.500000,1.8840E-005
1268.750000,1.8410E-005
1269.000000,1.8420E-005
1269.250000,1.9430E-005
1269.500000,2.0860E-005
1269.750000,2.0860E-005
1270.000000,1.9310E-005
1270.250000,1.7750E-005
1270.500000,1.6520E-005
1270.750000,1.5440E-005
1271.000000,1.5000E-005
1271.250000,1.4950E-005
1271.500000,1.4850E-005
1271.750000,1.3770E-005
1272.000000,1.2150E-005
1272.250000,1.1040E-005
1272.500000,1.1070E-005
1272.750000,1.2300E-005
1273.000000,1.4480E-005
1273.250000,1.7520E-005
1273.500000,2.1980E-005
1273.750000,2.5900E-005
1274.000000,2.8930E-005
1274.250000,3.2060E-005
1274.500000,3.5290E-005
1274.750000,3.7010E-005
1275.000000,3.7460E-005
1275.250000,3.8240E-005
1275.500000,3.8660E-005
1275.750000,3.6510E-005
1276.000000,3.3400E-005
1276.250000,3.0800E-005
1276.500000,2.8170E-005
1276.750000,2.5750E-005
1277.000000,2.4440E-005
1277.250000,2.4590E-005
1277.500000,2.4820E-005
1277.750000,2.4020E-005
1278.000000,2.3080E-005
1278.250000,2.2560E-005
1278.500000,2.2200E-005
1278.750000,2.1690E-005
1279.000000,2.1520E-005
1279.250000,2.2500E-005
1279.500000,2.3110E-005
1279.750000,2.3160E-005
1280.000000,2.3660E-005
1280.250000,2.5510E-005
1280.500000,2.8200E-005
1280.750000,3.1700E-005
1281.000000,3.6160E-005
1281.250000,4.1110E-005
1281.500000,4.5290E-005
1281.750000,4.8400E-005
1282.000000,5.1270E-005
1282.250000,5.1970E-005
1282.500000,5.0440E-005
1282.750000,4.9510E-005
1283.000000,4.9890E-005
1283.250000,4.9050E-005
1283.500000,4.7550E-005
1283.750000,4.5100E-005
1284.000000,3.9630E-005
1284.250000,3.2210E-005
1284.500000,2.7090E-005
1284.750000,2.5130E-005
1285.000000,2.3860E-005
1285.250000,2.2210E-005
1285.500000,2.0660E-005
1285.750000,1.7610E-005
1286.000000,1.2890E-005
1286.250000,9.3750E-006
1286.500000,8.3450E-006
1286.750000,8.4410E-006
1287.000000,9.3960E-006
1287.250000,1.0930E-005
1287.500000,1.1980E-005
1287.750000,1.2880E-005
1288.000000,1.4740E-005
1288.250000,1.7380E-005
1288.500000,2.2280E-005
1288.750000,2.8880E-005
1289.000000,3.4150E-005
1289.250000,3.7000E-005
1289.500000,3.9560E-005
1289.750000,4.1620E-005
1290.000000,4.3860E-005
1290.250000,4.7820E-005
1290.500000,5.2010E-005
1290.750000,5.2850E-005
1291.000000,5.0610E-005
1291.250000,4.8120E-005
1291.500000,4.6170E-005
1291.750000,4.5460E-005
1292.000000,4.5980E-005
1292.250000,4.6040E-005
1292.500000,4.3390E-005
1292.750000,3.9280E-005
1293.000000,3.6000E-005
1293.250000,3.2670E-005
1293.500000,2.9550E-005
1293.750000,2.7120E-005
1294.000000,2.4920E-005
1294.250000,2.2190E-005
1294.500000,2.0480E-005
1294.750000,2.1070E-005
1295.000000,2.3550E-005
1295.250000,2.6480E-005
1295.500000,2.9370E-005
1295.750000,3.3190E-005
1296.000000,3.7710E-005
1296.250000,4.1400E-005
1296.500000,4.5690E-005
1296.750000,5.0680E-005
1297.000000,5.2240E-005
1297.250000,5.1540E-005
1297.500000,5.1860E-005
1297.750000,5.1960E-005
1298.000000,5.0990E-005
1298.250000,5.1030E-005
1298.500000,4.9930E-005
1298.750000,4.5680E-005
1299.000000,4.1180E-005
1299.250000,3.9370E-005
1299.500000,3.8680E-005
1299.750000,3.8110E-005
1300.000000,3.8110E-005
1300.250000,3.6520E-005
1300.500000,3.0570E-005
1300.750000,2.5780E-005
1301.000000,2.3750E-005
1301.250000,2.2540E-005
1301.500000,2.1780E-005
1301.750000,2.1920E-005
1302.000000,2.2270E-005
1302.250000,2.1880E-005
1302.500000,2.2600E-005
1302.750000,2.6760E-005
1303.000000,3.4340E-005
1303.250000,4.2090E-005
1303.500000,4.9190E-005
1303.750000,5.5820E-005
1304.000000,5.9610E-005
1304.250000,6.2550E-005
1304.500000,6.9250E-005
1304.750000,7.6230E-005
1305.000000,7.8530E-005
1305.250000,7.7970E-005
1305.500000,7.4180E-005
1305.750000,6.6950E-005
1306.000000,6.2310E-005
1306.250000,6.2390E-005
1306.500000,6.3350E-005
1306.750000,6.3330E-005
1307.000000,6.2860E-005
1307.250000,5.9890E-005
1307.500000,5.6290E-005
1307.750000,5.5370E-005
1308.000000,5.5970E-005
1308.250000,5.4630E-005
1308.500000,5.3680E-005
1308.750000,5.2980E-005
1309.000000,5.0080E-005
1309.250000,4.6770E-005
1309.500000,4.6280E-005
1309.750000,4.6310E-005
1310.000000,4.5210E-005
1310.250000,4.6040E-005
1310.500000,4.9570E-005
1310.750000,5.3270E-005
1311.000000,5.7110E-005
1311.250000,6.3680E-005
1311.500000,6.9470E-005
1311.750000,7.1810E-005
1312.000000,7.4320E-005
1312.250000,7.7560E-005
1312.500000,7.7140E-005
1312.750000,7.5320E-005
1313.000000,7.4160E-005
1313.250000,7.1810E-005
1313.500000,6.9400E-005
1313.750000,6.9280E-005
1314.000000,6.8640E-005
1314.250000,6.6200E-005
1314.500000,6.4940E-005
1314.750000,6.4280E-005
1315.000000,6.3510E-005
1315.250000,6.4830E-005
1315.500000,6.5190E-005
1315.750000,6.2260E-005
1316.000000,5.8580E-005
1316.250000,5.4370E-005
1316.500000,4.7900E-005
1316.750000,4.3180E-005
1317.000000,3.9430E-005
1317.250000,3.2820E-005
1317.500000,2.6070E-005
1317.750000,2.1400E-005
1318.000000,1.7020E-005
1318.250000,1.4020E-005
1318.500000,1.3430E-005
1318.750000,1.3700E-005
1319.000000,1.3900E-005
1319.250000,1.4870E-005
1319.500000,1.7370E-005
1319.750000,1.9900E-005
1320.000000,2.1760E-005
1320.250000,2.4290E-005
1320.500000,2.6560E-005
1320.750000,2.6910E-005
1321.000000,2.6960E-005
1321.250000,2.7800E-005
1321.500000,2.7920E-005
1321.750000,2.7880E-005
1322.000000,2.9010E-005
1322.250000,2.9720E-005
1322.500000,2.9970E-005
1322.750000,3.1010E-005
1323.000000,3.2160E-005
1323.250000,3.2450E-005
1323.500000,3.3430E-005
1323.750000,3.4060E-005
1324.000000,3.4190E-005
1324.250000,3.4500E-005
1324.500000,3.3860E-005
1324.750000,3.2610E-005
1325.000000,3.1990E-005
1325.250000,3.1090E-005
1325.500000,3.0590E-005
1325.750000,3.2710E-005
1326.000000,3.4770E-005
1326.250000,3.5620E-005
1326.500000,3.6910E-005
1326.750000,3.8550E-005
1327.000000,3.9030E-005
1327.250000,4.0510E-005
1327.500000,4.2820E-005
1327.750000,4.2170E-005
1328.000000,4.0430E-005
1328.250000,3.9420E-005
1328.500000,3.6730E-005
1328.750000,3.4220E-005
1329.000000,3.3790E-005
1329.250000,3.1910E-005
1329.500000,2.9350E-005
1329.750000,2.8160E-005
1330.000000,2.7200E-005
1330.250000,2.7030E-005
1330.500000,2.8490E-005
1330.750000,2.9930E-005
1331.000000,3.0000E-005
1331.250000,3.0710E-005
1331.500000,3.1250E-005
1331.750000,3.0570E-005
1332.000000,3.0810E-005
1332.250000,3.0020E-005
1332.500000,2.7170E-005
1332.750000,2.5220E-005
1333.000000,2.3560E-005
1333.250000,2.1260E-005
1333.500000,2.0230E-005
1333.750000,2.0170E-005
1334.000000,1.9250E-005
1334.250000,1.9010E-005
1334.500000,2.0430E-005
1334.750000,2.1910E-005
1335.000000,2.3310E-005
1335.250000,2.5700E-005
1335.500000,2.7240E-005
1335.750000,2.7560E-005
1336.000000,2.8830E-005
1336.250000,3.0020E-005
1336.500000,3.0320E-005
1336.750000,3.1640E-005
1337.000000,3.2520E-005
1337.250000,3.2340E-005
1337.500000,3.2820E-005
1337.750000,3.4030E-005
1338.000000,3.4890E-005
1338.250000,3.6360E-005
1338.500000,3.8110E-005
1338.750000,3.9550E-005
1339.000000,4.1140E-005
1339.250000,4.2870E-005
1339.500000,4.3740E-005
1339.750000,4.4210E-005
1340.000000,4.3500E-005
1340.250000,4.2840E-005
1340.500000,4.2300E-005
1340.750000,3.9890E-005
1341.000000,3.7280E-005
1341.250000,3.4650E-005
1341.500000,3.0970E-005
1341.750000,2.8940E-005
1342.000000,2.8150E-005
1342.250000,2.6330E-005
1342.500000,2.4980E-005
1342.750000,2.4570E-005
1343.000000,2.3070E-005
1343.250000,2.2790E-005
1343.500000,2.3610E-005
1343.750000,2.3280E-005
1344.000000,2.2490E-005
1344.250000,2.2160E-005
1344.500000,2.1000E-005
1344.750000,2.0730E-005
1345.000000,2.1800E-005
1345.250000,2.2700E-005
1345.500000,2.3660E-005
1345.750000,2.5770E-005
1346.000000,2.7790E-005
1346.250000,3.0580E-005
1346.500000,3.5480E-005
1346.750000,3.9970E-005
1347.000000,4.3960E-005
1347.250000,4.7860E-005
1347.500000,5.0480E-005
1347.750000,5.3010E-005
1348.000000,5.4990E-005
1348.250000,5.5980E-005
1348.500000,5.6530E-005
1348.750000,5.6060E-005
1349.000000,5.4390E-005
1349.250000,5.3170E-005
1349.500000,5.0590E-005
1349.750000,4.6680E-005
1350.000000,4.3530E-005
1350.250000,4.0550E-005
1350.500000,3.8510E-005
1350.750000,3.8550E-005
1351.000000,3.8180E-005
1351.250000,3.6880E-005
1351.500000,3.6290E-005
1351.750000,3.5340E-005
1352.000000,3.4220E-005
1352.250000,3.4600E-005
1352.500000,3.3860E-005
1352.750000,3.1250E-005
1353.000000,3.0160E-005
1353.250000,2.8960E-005
1353.500000,2.7680E-005
1353.750000,2.7990E-005
1354.000000,2.6830E-005
1354.250000,2.5800E-005
1354.500000,2.6290E-005
1354.750000,2.7300E-005
1355.000000,3.0770E-005
1355.250000,3.4680E-005
1355.500000,3.6320E-005
1355.750000,4.1220E-005
1356.000000,4.5180E-005
1356.250000,4.8430E-005
1356.500000,5.5000E-005
1356.750000,5.3730E-005
1357.000000,5.4700E-005
1357.250000,5.4480E-005
1357.500000,5.3810E-005
1357.750000,5.7440E-005
1358.000000,5.5340E-005
1358.250000,5.3910E-005
1358.500000,5.3920E-005
1358.750000,5.3660E-005
1359.000000,5.2940E-005
1359.250000,5.1520E-005
1359.500000,5.1510E-005
1359.750000,4.9690E-005
1360.000000,4.9000E-005
1360.250000,5.1550E-005
1360.500000,4.8110E-005
1360.750000,4.4240E-005
1361.000000,4.0720E-005
1361.250000,3.4230E-005
1361.500000,3.2670E-005
1361.750000,3.0140E-005
1362.000000,2.4630E-005
1362.250000,2.4590E-005
1362.500000,2.4660E-005
1362.750000,2.7180E-005
1363.000000,3.2770E-005
1363.250000,3.7440E-005
1363.500000,4.3560E-005
1363.750000,4.7410E-005
1364.000000,5.2430E-005
1364.250000,5.1120E-005
1364.500000,5.4290E-005
1364.750000,5.9960E-005
1365.000000,6.1200E-005
1365.250000,6.5560E-005
1365.500000,7.1380E-005
1365.750000,7.1800E-005
1366.000000,7.3390E-005
1366.250000,7.5640E-005
1366.500000,7.0320E-005
1366.750000,6.6910E-005
1367.000000,6.4770E-005
1367.250000,5.9650E-005
1367.500000,5.6520E-005
1367.750000,5.5280E-005
1368.000000,5.2730E-005
1368.250000,5.0060E-005
1368.500000,5.3500E-005
1368.750000,5.4690E-005
1369.000000,5.6050E-005
1369.250000,6.1550E-005
1369.500000,5.8920E-005
1369.750000,5.8580E-005
1370.000000,5.9140E-005
1370.250000,5.9710E-005
1370.500000,5.7290E-005
1370.750000,5.9640E-005
1371.000000,6.1730E-005
1371.250000,6.5030E-005
1371.500000,7.2000E-005
1371.750000,7.8380E-005
1372.000000,8.4090E-005
1372.250000,9.0640E-005
1372.500000,9.7310E-005
1372.750000,1.0600E-004
1373.000000,1.1230E-004
1373.250000,1.1700E-004
1373.500000,1.1980E-004
1373.750000,1.2070E-004
1374.000000,1.1910E-004
1374.250000,1.1660E-004
1374.500000,1.0900E-004
1374.750000,1.0300E-004
1375.000000,9.7380E-005
1375.250000,9.0250E-005
1375.500000,8.3030E-005
1375.750000,7.7320E-005
1376.000000,7.0110E-005
1376.250000,6.3430E-005
1376.500000,5.6240E-005
1376.750000,4.9620E-005
1377.000000,4.3580E-005
1377.250000,3.7950E-005
1377.500000,3.3390E-005
1377.750000,3.0350E-005
1378.000000,2.6080E-005
1378.250000,2.1630E-005
1378.500000,1.7740E-005
1378.750000,1.5300E-005
1379.000000,1.3960E-005
1379.250000,1.4480E-005
1379.500000,1.6540E-005
1379.750000,1.8670E-005
1380.000000,2.2010E-005
1380.250000,2.2150E-005
1380.500000,2.6660E-005
1380.750000,3.1870E-005
1381.000000,4.0260E-005
1381.250000,5.2450E-005
1381.500000,6.3240E-005
1381.750000,7.3340E-005
1382.000000,7.6200E-005
1382.250000,7.1340E-005
1382.500000,6.9720E-005
1382.750000,7.1650E-005
1383.000000,7.5350E-005
1383.250000,8.4620E-005
1383.500000,8.8520E-005
1383.750000,9.1270E-005
1384.000000,8.9570E-005
1384.250000,8.9520E-005
1384.500000,8.9890E-005
1384.750000,8.3250E-005
1385.000000,7.9320E-005
1385.250000,7.6190E-005
1385.500000,7.3600E-005
1385.750000,7.5660E-005
1386.000000,7.1870E-005
1386.250000,6.7760E-005
1386.500000,6.5750E-005
1386.750000,6.1520E-005
1387.000000,5.8610E-005
1387.250000,5.4280E-005
1387.500000,4.7110E-005
1387.750000,4.2310E-005
1388.000000,3.7990E-005
1388.250000,3.6750E-005
1388.500000,3.9300E-005
1388.750000,4.2050E-005
1389.000000,4.6500E-005
1389.250000,4.9910E-005
1389.500000,5.1880E-005
1389.750000,5.6200E-005
1390.000000,6.0680E-005
1390.250000,6.5160E-005
1390.500000,7.0740E-005
1390.750000,7.5250E-005
1391.000000,7.8190E-005
1391.250000,7.9370E-005
1391.500000,8.0520E-005
1391.750000,7.7380E-005
1392.000000,7.1440E-005
1392.250000,6.4800E-005
1392.500000,6.1770E-005
1392.750000,6.0710E-005
1393.000000,6.0850E-005
1393.250000,6.4310E-005
1393.500000,6.1940E-005
1393.750000,5.9240E-005
1394.000000,5.6630E-005
1394.250000,5.3170E-005
1394.500000,4.8390E-005
1394.750000,4.4340E-005
1395.000000,4.0170E-005
1395.250000,3.7170E-005
1395.500000,3.5330E-005
1395.750000,3.5690E-005
1396.000000,3.1700E-005
1396.250000,3.0360E-005
1396.500000,2.9670E-005
1396.750000,2.8650E-005
1397.000000,3.0650E-005
1397.250000,3.2790E-005
1397.500000,3.3930E-005
1397.750000,3.5580E-005
1398.000000,3.8260E-005
1398.250000,4.0700E-005
1398.500000,4.3410E-005
1398.750000,4.6550E-005
1399.000000,4.8920E-005
1399.250000,4.9710E-005
1399.500000,5.2240E-005
1399.750000,5.3290E-005
1400.000000,5.4810E-005
1400.250000,5.5230E-005
1400.500000,5.5730E-005
1400.750000,5.9230E-005
1401.000000,5.9670E-005
1401.250000,6.2030E-005
1401.500000,6.6100E-005
1401.750000,6.6500E-005
1402.000000,6.7440E-005
1402.250000,6.8230E-005
1402.500000,6.7000E-005
1402.750000,6.4580E-005
1403.000000,6.2010E-005
1403.250000,5.8970E-005
1403.500000,5.5860E-005
1403.750000,5.2260E-005
1404.000000,4.8250E-005
1404.250000,4.4800E-005
1404.500000,3.8830E-005
1404.750000,3.4810E-005
1405.000000,3.2780E-005
1405.250000,3.1270E-005
1405.500000,3.1680E-005
1405.750000,3.3460E-005
1406.000000,3.3220E-005
1406.250000,3.2530E-005
1406.500000,3.2220E-005
1406.750000,3.2000E-005
1407.000000,3.1300E-005
1407.250000,3.2000E-005
1407.500000,3.4110E-005
1407.750000,3.6410E-005
1408.000000,3.9450E-005
1408.250000,4.2140E-005
1408.500000,4.3520E-005
1408.750000,4.4980E-005
1409.000000,4.5060E-005
1409.250000,4.5620E-005
1409.500000,4.7420E-005
1409.750000,4.9700E-005
1410.000000,5.3140E-005
1410.250000,5.7210E-005
1410.500000,5.8640E-005
1410.750000,5.8450E-005
1411.000000,5.7520E-005
1411.250000,5.6210E-005
1411.500000,5.4250E-005
1411.750000,5.1870E-005
1412.000000,4.8490E-005
1412.250000,4.5430E-005
1412.500000,4.1970E-005
1412.750000,3.8970E-005
1413.000000,3.6760E-005
1413.250000,3.3720E-005
1413.500000,3.0850E-005
1413.750000,2.7280E-005
1414.000000,2.4610E-005
1414.250000,2.2470E-005
1414.500000,2.0200E-005
1414.750000,1.8990E-005
1415.000000,1.7520E-005
1415.250000,1.5860E-005
1415.500000,1.4320E-005
1415.750000,1.2540E-005
1416.000000,1.1220E-005
1416.250000,9.8980E-006
1416.500000,8.7870E-006
1416.750000,8.0890E-006
1417.000000,7.6480E-006
1417.250000,7.4050E-006
1417.500000,7.7490E-006
1417.750000,8.3950E-006
1418.000000,9.4050E-006
1418.250000,1.0740E-005
1418.500000,1.1870E-005
1418.750000,1.3140E-005
1419.000000,1.4340E-005
1419.250000,1.5540E-005
1419.500000,1.6900E-005
1419.750000,1.8070E-005
1420.000000,1.9220E-005
1420.250000,1.9750E-005
1420.500000,2.0160E-005
1420.750000,2.0430E-005
1421.000000,2.0270E-005
1421.250000,2.0090E-005
1421.500000,1.9990E-005
1421.750000,1.9780E-005
1422.000000,1.9470E-005
1422.250000,1.9260E-005
1422.500000,1.8790E-005
1422.750000,1.8260E-005
1423.000000,1.7470E-005
1423.250000,1.6920E-005
1423.500000,1.5860E-005
1423.750000,1.5000E-005
1424.000000,1.4260E-005
1424.250000,1.3390E-005
1424.500000,1.2650E-005
1424.750000,1.1900E-005
1425.000000,1.0820E-005
1425.250000,9.8080E-006
1425.500000,9.0830E-006
1425.750000,8.4130E-006
1426.000000,8.0180E-006
1426.250000,7.8320E-006
1426.500000,7.7030E-006
1426.750000,7.8140E-006
1427.000000,7.9790E-006
1427.250000,8.2490E-006
1427.500000,8.5750E-006
1427.750000,8.9120E-006
1428.000000,9.2970E-006
1428.250000,9.7800E-006
1428.500000,1.0160E-005
1428.750000,1.0560E-005
1429.000000,1.1010E-005
1429.250000,1.1310E-005
1429.500000,1.1630E-005
1429.750000,1.1990E-005
1430.000000,1.2260E-005
1430.250000,1.2470E-005
1430.500000,1.2690E-005
1430.750000,1.2830E-005
1431.000000,1.3010E-005
1431.250000,1.3080E-005
1431.500000,1.3080E-005
1431.750000,1.3240E-005
1432.000000,1.3110E-005
1432.250000,1.3010E-005
1432.500000,1.2930E-005
1432.750000,1.2660E-005
1433.000000,1.2570E-005
1433.250000,1.2460E-005
1433.500000,1.2160E-005
1433.750000,1.1950E-005
1434.000000,1.1670E-005
1434.250000,1.1560E-005
1434.500000,1.1630E-005
1434.750000,1.1950E-005
1435.000000,1.2370E-005
1435.250000,1.2900E-005
1435.500000,1.3390E-005
1435.750000,1.3810E-005
1436.000000,1.4490E-005
1436.250000,1.5370E-005
1436.500000,1.6240E-005
1436.750000,1.7260E-005
1437.000000,1.8440E-005
1437.250000,1.9480E-005
1437.500000,2.0690E-005
